Key,Value,"Plugin name","File name"
philosophyText,"Wir kreieren hochqualitative, nachhaltige Produkte mit einzigartigem Look. Unser vielfältiges Angebot ist darauf ausgelegt, deine Bedürfnisse in fast allen Situationen optimal zu decken. Von T-Shirts über Taschen bis hin zu Drohnen bieten wir Produkte, die nicht nur dich glücklich machen, sondern auch unserem Planeten zu Gute kommen.",Ceres,Homepage.properties
shopNow,"JETZT ENTDECKEN",Ceres,Homepage.properties
legalDisclosure,Impressum,Ceres,Template.properties
legalDisclosureMetaDescription,,Ceres,Template.properties
checkout,Kasse,Ceres,Template.properties
checkoutAddressNoValidBirthdate,"Ein ungültiges Geburtsdatum wurde aus der Adresse entfernt.",Ceres,Template.properties
checkoutBasket,Warenkorb,Ceres,Template.properties
checkoutBasketItemConsent,"Ich verzichte auf mein Widerrufsrecht für <b>:items</b>.",Ceres,Template.properties
checkoutBasketItemConsentPlaceholder,"Ich verzichte auf mein Widerrufsrecht für Artikel, die mit der ausgewählten Eigenschaft verknüpft sind.",Ceres,Template.properties
checkoutBuyNow,Kaufen,Ceres,Template.properties
checkoutBuyNowTooltip,"Wir versenden nicht in das für die Lieferadresse ausgewählte Lieferland. Bitte wähle eines der verfügbaren Länder für die Lieferaddresse aus.",Ceres,Template.properties
checkoutCancelCheckout,"Kauf abbrechen",Ceres,Template.properties
checkoutCancellationRight,Widerrufs:hyphenrecht,Ceres,Template.properties
checkoutChangePaymentMethodHint,"Zahlungsart gewechselt.",Ceres,Template.properties
checkoutChangePaymentMethodToHint,"Dieses Versandprofil steht für die ausgewählte Zahlungsart nicht zur Verfügung. Um dieses Versandprofil auszuwählen, wähle eine der folgenden Zahlungsarten: :paymentMethodNames.",Ceres,Template.properties
checkoutChangeShippingProfileHint,"Zahlungsart gewechselt.OK.",Ceres,Template.properties
checkoutChangedMail,"Alle Informationen zum Auftrag werden an :newMail gesendet. Dein Login erfolgt weiterhin mit :currMail.",Ceres,Template.properties
checkoutCheckAcceptGtc,"Bitte die Checkbox zu AGB, Widerrufsrecht und Datenschutzerklärung bestätigen.",Ceres,Template.properties
checkoutCheckAcceptNewsletterSubscription,"Bitte bestätige die Newsletter-Anmeldung.",Ceres,Template.properties
checkoutCheckAddressFormFields,"Bitte folgende Felder überprüfen: :fields.",Ceres,Template.properties
checkoutCheckBasketItemConsent,"Bitte willige ein, auf Dein Widerrufsrecht für <b>:items</b> zu verzichten.",Ceres,Template.properties
checkoutCheckInvoiceAddress,"Bitte Rechnungsadresse auswählen.",Ceres,Template.properties
checkoutCheckOrder,"Bitte Bestellung prüfen.",Ceres,Template.properties
checkoutCheckPaymentProvider,"Bitte Zahlungsart auswählen.",Ceres,Template.properties
checkoutCheckShippingProfile,"Bitte Versanddienstleister auswählen.",Ceres,Template.properties
checkoutChooseOur,"Es gelten unsere :gtc. Bitte nimm unser :cancellation und unsere :policy zur Kenntnis.",Ceres,Template.properties
checkoutContactWish,"Hinweise und Wünsche",Ceres,Template.properties
checkoutContactWishMessage,"Gib hier Deine Nachricht an uns ein.",Ceres,Template.properties
checkoutCoupon,Gutschein,Ceres,Template.properties
checkoutCustomerSign,"Dein Zeichen",Ceres,Template.properties
checkoutGross,(Brutto),Ceres,Template.properties
checkoutGtc,AGB,Ceres,Template.properties
checkoutGtcAgree,"Checkbox zur Bestätigung der Annahme der Geschäftsbedingungen, des Widerrufsrechts und der Datenschutzbestimmungen.",Ceres,Template.properties
checkoutInvalidShippingCountry,"Bitte gültiges Lieferland auswählen.",Ceres,Template.properties
checkoutInvalidShippingCountryGeoblocking,"Wir versenden nicht in das ausgewählte Lieferland. Bitte wähle eines der verfügbaren Länder für die Lieferadresse aus.",Ceres,Template.properties
checkoutInvoiceAddress,Rechnungsadresse,Ceres,Template.properties
checkoutMethodOfPaymentChanged,"Die von Dir ausgewählte Zahlungsart ist nicht mehr verfügbar.",Ceres,Template.properties
checkoutMethodOfPaymentListChanged,"Die Liste der Zahlungsarten hat sich geändert.",Ceres,Template.properties
checkoutNet,(Netto),Ceres,Template.properties
checkoutOpenAmount,"Zu zahlender Betrag",Ceres,Template.properties
checkoutPaidAmount,"Bezahlter Betrag",Ceres,Template.properties
checkoutPaymentMethod,Zahlungsart,Ceres,Template.properties
checkoutPaymentMethodDetailsLink,Details,Ceres,Template.properties
checkoutPrivacyPolicy,Daten:hyphenschutz:hyphenerklärung,Ceres,Template.properties
checkoutShippingAddress,Lieferadresse,Ceres,Template.properties
checkoutShippingPrivacyHint,"Ich bin damit einverstanden, dass meine E-Mail-Adresse bzw. meine Telefonnummer an den gewählten Paketdienstleister weitergegeben wird, damit er vor der Zustellung der Ware zum Zwecke der Abstimmung eines Liefertermins per E-Mail oder Telefon Kontakt mit mir aufnehmen bzw. Statusinformationen zur Sendungszustellung übermitteln kann. Meine diesbezüglich erteilte Einwilligung kann ich jederzeit widerrufen.",Ceres,Template.properties
checkoutShippingPrivacyHintAnd,und,Ceres,Template.properties
checkoutShippingPrivacyReseted,"Du hast den Versanddienstleister gewechselt. Überprüfe die Checkbox.",Ceres,Template.properties
checkoutShippingProfile,Versandart,Ceres,Template.properties
checkoutShippingProfileChanged,"Die von Dir ausgewählte Versandart ist nicht mehr verfügbar.",Ceres,Template.properties
checkoutShippingProfileListChanged,"Die Liste der Versandarten hat sich geändert.",Ceres,Template.properties
checkoutShippingProfileMaxDeliveryDays,"Lieferung innerhalb von :days Tagen",Ceres,Template.properties
checkoutShippingProfilePriceChanged,"Die Versandkosten haben sich geändert.",Ceres,Template.properties
checkoutSum,Summe,Ceres,Template.properties
checkoutTotalSum,Gesamtsumme,Ceres,Template.properties
checkoutValue,Warenwert,Ceres,Template.properties
contact,Kontakt,Ceres,Template.properties
contactAcceptFormPrivacyPolicy,"Bitte akzeptiere die Daten:hyphenschutz:hyphenerklärung.",Ceres,Template.properties
contactAcceptPrivacyPolicy,"Hiermit bestätige ich, dass ich die :policy gelesen habe.",Ceres,Template.properties
contactAcceptRecaptchaCookie,"Um das Kontaktformular abzuschicken, musst Du den Google reCAPTCHA-Cookie akzeptieren. Öffne die Datenschutzeinstellungen links unten auf der Seite und klicke auf ""Weitere Einstellungen"". Aktiviere den reCAPTCHA-Cookie im Bereich ""Externe Medien"" und speichere die Einstellungen.",Ceres,Template.properties
contactCheckEntries,"Bitte Eingaben prüfen.",Ceres,Template.properties
contactCheckFormFields,"Bitte folgende Felder überprüfen: :fields.",Ceres,Template.properties
contactEditMessage,"Bitte gib eine Nachricht ein.",Ceres,Template.properties
contactEditSubject,"Bitte gib einen Betreff ein.",Ceres,Template.properties
contactEnterConfirmEmail,"Bitte gib eine gültige E-Mail-Adresse an.",Ceres,Template.properties
contactFileUploadFail,"Die Datei konnte nicht hochgeladen werden, da sie die maximale Dateigröße von 10 MB übersteigt.",Ceres,Template.properties
contactHoneypotLabel,"Kontakt Honig",Ceres,Template.properties
contactMail,E-Mail,Ceres,Template.properties
contactMailSubject,:subject,Ceres,Template.properties
contactMessage,Nachricht,Ceres,Template.properties
contactMetaDescription,,Ceres,Template.properties
contactName,Name,Ceres,Template.properties
contactOpeningTimes,"Montag - Freitag, 09:00 - 16:00",Ceres,Template.properties
contactOptional,optional,Ceres,Template.properties
contactOrderId,Auftrags-ID,Ceres,Template.properties
contactPrivacyPolicy,Daten:hyphenschutz:hyphenerklärung,Ceres,Template.properties
contactReCaptchaFailed,"reCAPTCHA-Validierung fehlgeschlagen.",Ceres,Template.properties
contactRequiredField,"Hierbei handelt es sich um ein Pflichtfeld.",Ceres,Template.properties
contactSend,"Anfrage senden",Ceres,Template.properties
contactSendFail,"Deine Anfrage konnte leider nicht gesendet werden. Bitte versuche es später noch einmal.",Ceres,Template.properties
contactSendMeACopy,"Kopie an mich",Ceres,Template.properties
contactSendSuccess,"Deine Anfrage wurde erfolgreich gesendet.",Ceres,Template.properties
contactSenderMail,Absender-E-Mail,Ceres,Template.properties
contactShopMessage,"Du hast eine Frage oder ein Anliegen? Dann nimm mit uns Kontakt auf. Fülle einfach das Formular aus und wir werden Deine Anfrage schnellstmöglich bearbeiten.",Ceres,Template.properties
contactSubject,Betreff,Ceres,Template.properties
contactVatNumber,Umsatzsteuer-ID,Ceres,Template.properties
liveShoppingBefore,"Statt: :price",Ceres,Template.properties
liveShoppingDays,Tage,Ceres,Template.properties
liveShoppingFootnote,*,Ceres,Template.properties
liveShoppingHours,Stunden,Ceres,Template.properties
liveShoppingLowestPrice,"Niedrigster Preis der letzten 30 Tage: <span>:price</span>",Ceres,Template.properties
liveShoppingMinutes,Minuten,Ceres,Template.properties
liveShoppingNextOffer,"Nächstes Angebot",Ceres,Template.properties
liveShoppingOfferBeginsIn,"Angebot startet in:",Ceres,Template.properties
liveShoppingOfferClosed,"Angebot beendet",Ceres,Template.properties
liveShoppingOfferEndsIn,"Angebot endet in:",Ceres,Template.properties
liveShoppingOfferSoldOut,"Angebot ausverkauft",Ceres,Template.properties
liveShoppingRebate,"Du sparst :rebate%",Ceres,Template.properties
liveShoppingRemainingStock,"Noch :quantityRemaining von :quantityMax verfügbar",Ceres,Template.properties
liveShoppingRrp,"UVP: :price",Ceres,Template.properties
liveShoppingSeconds,Sekunden,Ceres,Template.properties
login,Anmelden,Ceres,Template.properties
loginBackToLogin,Zurück,Ceres,Template.properties
loginBlocked,"Dein Kundenkonto wurde gesperrt. Bitte kontaktiere den Betreiber.",Ceres,Template.properties
loginCallToAction,"Du bist noch kein Kunde?",Ceres,Template.properties
loginEmail,E-Mail,Ceres,Template.properties
loginEmptyPassword,"Bitte gib Dein Passwort ein.",Ceres,Template.properties
loginEnterConfirmEmail,"Bitte gib eine gültige E-Mail-Adresse an.",Ceres,Template.properties
loginFailed,"Die Anmeldedaten sind ungültig.",Ceres,Template.properties
loginForgotPassword,"Passwort vergessen",Ceres,Template.properties
loginForgotPasswordHoneypotLabel,"Passwort vergessen Honig",Ceres,Template.properties
loginForgotPasswordInfo,"Bitte gib die E-Mail-Adresse des Kontos ein, für das Du das Passwort vergessen hast.",Ceres,Template.properties
loginHello,"Hallo, :username",Ceres,Template.properties
loginLogout,Ausloggen,Ceres,Template.properties
loginMyAccount,"Mein Konto",Ceres,Template.properties
loginNext,Weiter,Ceres,Template.properties
loginOrderAsGuest,"Als Gast bestellen",Ceres,Template.properties
loginPassword,Passwort,Ceres,Template.properties
loginRegister,Registrieren,Ceres,Template.properties
loginResetPwDErrorOnSendEmail,"Die E-Mail konnte nicht gesendet werden. Bitte kontaktiere den Shop-Betreiber.",Ceres,Template.properties
loginSend,Senden,Ceres,Template.properties
loginSendEmailOk,"E-Mail versendet.",Ceres,Template.properties
loginSuccessful,"Du wurdest erfolgreich eingeloggt.",Ceres,Template.properties
myAccount,"Mein Konto",Ceres,Template.properties
myAccountAll,alle,Ceres,Template.properties
myAccountBank,Kreditinstitut,Ceres,Template.properties
myAccountBankAddDataTitle,"Bankdaten hinzufügen",Ceres,Template.properties
myAccountBankBicNotification,"Bitte BIC bei Auslandsüberweisungen angeben",Ceres,Template.properties
myAccountBankDataAdded,"Bankdaten hinzugefügt",Ceres,Template.properties
myAccountBankDataDeleted,"Bankdaten gelöscht",Ceres,Template.properties
myAccountBankDataNotAdded,"Bankdaten nicht hinzugefügt",Ceres,Template.properties
myAccountBankDataNotDeleted,"Bankdaten nicht gelöscht",Ceres,Template.properties
myAccountBankDataNotUpdated,"Bankdaten nicht aktualisiert",Ceres,Template.properties
myAccountBankDataUpdated,"Bankdaten aktualisiert",Ceres,Template.properties
myAccountBankDeleteTitle,"Bankdaten löschen",Ceres,Template.properties
myAccountBankDeleteWarning,"Bankdaten wirklich löschen?",Ceres,Template.properties
myAccountBankDetails,Bankdaten,Ceres,Template.properties
myAccountBankNoBankData,"Noch keine Bankdaten vorhanden",Ceres,Template.properties
myAccountBankUpdateDataTitle,"Bankdaten bearbeiten",Ceres,Template.properties
myAccountCancel,Abbrechen,Ceres,Template.properties
myAccountChangeEmail,"E-Mail-Adresse ändern",Ceres,Template.properties
myAccountChangeEmailConfirmationSent,"Eine E-Mail zur Bestätigung der Änderungen wurde an Deine E-Mail-Adresse gesendet.",Ceres,Template.properties
myAccountChangeEmailFailed,"Die E-Mail-Adresse konnte nicht geändert werden.",Ceres,Template.properties
myAccountChangeEmailInfoText,"Bitte gib Dein Passwort ein, um den Vorgang abzuschließen.",Ceres,Template.properties
myAccountChangeEmailSuccessful,"Die E-Mail-Adresse wurde erfolgreich geändert.",Ceres,Template.properties
myAccountChangeLoginData,"Ändere Deine Zugangsdaten",Ceres,Template.properties
myAccountChangePassword,"Passwort ändern",Ceres,Template.properties
myAccountChangePasswordFailed,"Das Passwort konnte nicht geändert werden.",Ceres,Template.properties
myAccountChangePasswordSuccessful,"Das Passwort wurde erfolgreich geändert.",Ceres,Template.properties
myAccountChangePaymentInformation,"Ändere Deine Zahlungsinformationen",Ceres,Template.properties
myAccountCorrectEmail,"E-Mail-Adressen stimmen nicht überein.",Ceres,Template.properties
myAccountCorrectPassword,"Passwörter stimmen nicht überein.",Ceres,Template.properties
myAccountCustomerSign,"Dein Zeichen",Ceres,Template.properties
myAccountDelete,Löschen,Ceres,Template.properties
myAccountEdit,Bearbeiten,Ceres,Template.properties
myAccountEmail,E-Mail,Ceres,Template.properties
myAccountHello,"Hallo, :username",Ceres,Template.properties
myAccountHolder,Kontoinhaber,Ceres,Template.properties
myAccountInvoiceAddresses,Rechnungsadressen,Ceres,Template.properties
myAccountLogout,Ausloggen,Ceres,Template.properties
myAccountNewEmail,"Neue E-Mail-Adresse",Ceres,Template.properties
myAccountNewPassword,"Neues Passwort",Ceres,Template.properties
myAccountOldEmail,"Diese E-Mail-Adresse ist bereits für Dein Nutzerkonto registriert.",Ceres,Template.properties
myAccountOldPassword,"Altes Passwort",Ceres,Template.properties
myAccountOrderDocumentsCorrectionDocument,Korrekturbeleg,Ceres,Template.properties
myAccountOrderDocumentsCreditNote,Gutschrift,Ceres,Template.properties
myAccountOrderDocumentsDeliveryNote,Lieferschein,Ceres,Template.properties
myAccountOrderDocumentsDunningLetter,Mahnung,Ceres,Template.properties
myAccountOrderDocumentsInvoice,Rechnung,Ceres,Template.properties
myAccountOrderDocumentsInvoiceExternal,"Externe Rechnung",Ceres,Template.properties
myAccountOrderDocumentsOffer,Angebot,Ceres,Template.properties
myAccountOrderDocumentsOrderConfirmation,Auftragsbestätigung,Ceres,Template.properties
myAccountOrderDocumentsPickupDelivery,Abhollieferung,Ceres,Template.properties
myAccountOrderDocumentsProFormaInvoice,Proformarechnung,Ceres,Template.properties
myAccountOrderDocumentsReceipt,Kassenbeleg,Ceres,Template.properties
myAccountOrderDocumentsReturnNote,Rücksendeschein,Ceres,Template.properties
myAccountOrderDocumentsReversalDocument,Stornobeleg,Ceres,Template.properties
myAccountOrderDocumentsSuccessConfirmation,Gelangensbestätigung,Ceres,Template.properties
myAccountPassword,Passwort,Ceres,Template.properties
myAccountPleaseSelect,"Bitte wählen",Ceres,Template.properties
myAccountRepeatEmail,"Neue E-Mail-Adresse wiederholen",Ceres,Template.properties
myAccountRepeatPassword,"Neues Passwort wiederholen",Ceres,Template.properties
myAccountSave,Speichern,Ceres,Template.properties
myAccountSettings,Kontoeinstellungen,Ceres,Template.properties
myAccountShippingAddresses,Lieferadressen,Ceres,Template.properties
newsletterHeadline,"Erhalte jetzt deinen 8€ Willkommensgutschein",Ceres,Homepage.properties
newsletterText,"durch das Abonnieren unseres Newsletters.",Ceres,Homepage.properties
newsletterAcceptPrivacyPolicy,"Hiermit bestätige ich, dass ich die :policy gelesen habe. Meine Einwilligung kann ich jederzeit widerrufen.",Ceres,Template.properties
newsletterAcceptRecaptchaCookie,"Um die Newsletter Anmeldung abzuschicken, musst Du den Google reCAPTCHA-Cookie akzeptieren. Öffne die Datenschutzeinstellungen links unten auf der Seite und klicke auf ""Weitere Einstellungen"". Aktiviere den reCAPTCHA-Cookie im Bereich ""Externe Medien"" und speichere die Einstellungen.",Ceres,Template.properties
newsletterCheckboxLabel,"Ja, ich möchte immer über aktuelle Produkte, Angebote und Neuigkeiten per Newsletter informiert werden.",Ceres,Template.properties
newsletterEmail,E-Mail,Ceres,Template.properties
newsletterErrorMessage,"Die Newsletter-Anmeldung war nicht erfolgreich.",Ceres,Template.properties
newsletterFirstName,Vorname,Ceres,Template.properties
newsletterHoneypotLabel,"Newsletter Honig",Ceres,Template.properties
newsletterHoneypotWarning,"Die Newsletter-Anmeldung wurde nicht ausgeführt, da der Verdacht besteht, dass der Anmeldeversuch von einem Bot ausging. Bitte wende Dich an den Webshop-Betreiber.",Ceres,Template.properties
newsletterIsRequired,"Hierbei handelt es sich um ein Pflichtfeld.",Ceres,Template.properties
newsletterIsRequiredFootnote,**,Ceres,Template.properties
newsletterLastName,Nachname,Ceres,Template.properties
newsletterNotAllowedCharacters,"Das Feld "":name"" darf keine Sonderzeichen enthalten.",Ceres,Template.properties
newsletterOptInMessage,"Deine E-Mail-Adresse wurde bestätigt.",Ceres,Template.properties
newsletterOptOutErrorMessage,"Du wurdest nicht vom Newsletter abgemeldet.",Ceres,Template.properties
newsletterOptOutInfoText,"Bitte gib Deine E-Mail-Adresse ein, um Dich vom Newsletter abzumelden.",Ceres,Template.properties
newsletterOptOutSuccessMessage,"Die Abmeldung vom Newsletter war erfolgreich.",Ceres,Template.properties
newsletterOptOutTitle,Newsletter-Abmeldung,Ceres,Template.properties
newsletterSubscribeButtonLabel,Abonnieren,Ceres,Template.properties
newsletterSuccessMessage,"Die Newsletter-Anmeldung war erfolgreich.",Ceres,Template.properties
newsletterUnsubscribeButtonLabel,Abmelden,Ceres,Template.properties
newsletterUnsubscribeHoneypotLabel,"Newsletter-Abmeldung Honig",Ceres,Template.properties
newsletterUsername,Benutzername,Ceres,Template.properties
resetPwChangePasswordFailed,"Das Passwort konnte nicht geändert werden.",Ceres,Template.properties
resetPwChangePasswordSuccessful,"Das Passwort wurde erfolgreich geändert.",Ceres,Template.properties
resetPwCheckPassword,"Die Passwörter stimmen nicht überein.",Ceres,Template.properties
resetPwInvalidPassword,"Ungültiges Format. Bitte beachte die Vorgaben.",Ceres,Template.properties
resetPwMail,"Hallo <firstname> <lastname>,<br><br>Du hast für Dein Benutzerkonto <email> ein neues Passwort angefordert.<br>Um den Prozess abzuschließen, klicke bitte auf folgenden Link: <br><br><a href=""<url>"" target=""_blank"" rel=""noopener"" title=""Passwort zurücksetzen""><url></a><br><br>Viele Grüße,<br><shopname>"" ; deprecated",Ceres,Template.properties
resetPwMailSubject,"Ändern Deines Passworts"" ; deprecated",Ceres,Template.properties
resetPwNewPassword,"Neues Passwort",Ceres,Template.properties
resetPwPasswordHintChar,"Das Passwort muss mindestens einen Buchstaben enthalten.",Ceres,Template.properties
resetPwPasswordHintDigit,"Das Passwort muss mindestens eine Ziffer enthalten.",Ceres,Template.properties
resetPwPasswordHintLength,"Das Passwort muss mindestens 8 Zeichen enthalten.",Ceres,Template.properties
resetPwPasswordHintTitle,"Wähle ein sicheres Passwort.",Ceres,Template.properties
resetPwRepeatNewPassword,"Bitte gib Dein Passwort erneut ein.",Ceres,Template.properties
resetPwRepeatPassword,"Passwort wiederholen",Ceres,Template.properties
resetPwResetPassword,"Passwort ändern",Ceres,Template.properties
resetPwSave,Speichern,Ceres,Template.properties
regContactInfoText1,"Wir bieten Dir die Speicherung Deiner persönlichen Daten in einem passwortgeschützten Kundenkonto an, sodass Du bei Deinem nächsten Einkauf nicht erneut Deinen Namen und Deine Anschrift eingeben musst.",Ceres,Template.properties
regContactInfoText2,"Durch die Registrierung werden Deine Adressdaten gespeichert.",Ceres,Template.properties
regContactInfoText3,"Du kannst Dein Kundenkonto jederzeit löschen, melde Dich dafür bei dem Betreiber dieser Seite.",Ceres,Template.properties
regContactInfoText4,"Beim nächsten Besuch benötigst Du zum Aufrufen Deiner persönlichen Daten lediglich Deine E-Mail und Dein Passwort.",Ceres,Template.properties
regContactInformations,"Hinweise zur Registrierung",Ceres,Template.properties
regCreateAccount,"Jetzt registrieren",Ceres,Template.properties
regEmail,E-Mail,Ceres,Template.properties
regError,"Für diese E-Mail-Adresse existiert bereits ein Konto.",Ceres,Template.properties
regHoneypotLabel,"Honig registrieren",Ceres,Template.properties
regPassword,Passwort,Ceres,Template.properties
regPasswordHintChar,"Das Passwort muss mindestens einen Buchstaben enthalten.",Ceres,Template.properties
regPasswordHintDigit,"Das Passwort muss mindestens eine Ziffer enthalten.",Ceres,Template.properties
regPasswordHintLength,"Das Passwort muss mindestens 8 Zeichen enthalten.",Ceres,Template.properties
regPasswordHintTitle,"Wähle ein sicheres Passwort.",Ceres,Template.properties
regRegister,Registrieren,Ceres,Template.properties
regRegisterAccount,"Registriere Dich",Ceres,Template.properties
regRepeatPassword,"Passwort wiederholen",Ceres,Template.properties
regSuccessful,"Du wurdest erfolgreich registriert.",Ceres,Template.properties
return,Retoure,Ceres,Template.properties
returnCancel,Abbrechen,Ceres,Template.properties
returnCenter,Retouren-Center,Ceres,Template.properties
returnConfirm,Bestätigen,Ceres,Template.properties
returnReason,"Bitte nenne einen Grund für Deine Rücksendung (optional)",Ceres,Template.properties
returnSelectAll,"Alle auswählen",Ceres,Template.properties
returnSendBack,"Artikel zurücksenden",Ceres,Template.properties
returnTrigger,"Retoure auslösen",Ceres,Template.properties
returnConfirmationHomepage,Startseite,Ceres,Template.properties
returnConfirmationInfo,"Wir haben Deine Retoure erfasst. Wir informieren Dich über den weiteren Ablauf.",Ceres,Template.properties
returnConfirmationMyAccount,"Mein Konto",Ceres,Template.properties
returnConfirmationThanks,"Vielen Dank!",Ceres,Template.properties
returnConfirmationTitle,"Retoure erfasst",Ceres,Template.properties
returnHistory,Retourenhistorie,Ceres,Template.properties
returnHistoryDate,Retourendatum,Ceres,Template.properties
returnHistoryDocuments,Retourendokumente,Ceres,Template.properties
returnHistoryHint,"Alle Retouren",Ceres,Template.properties
returnHistoryNoReturns,"Es sind noch keine Retouren vorhanden.",Ceres,Template.properties
returnHistoryOops,"Ups, ein Fehler!",Ceres,Template.properties
returnHistoryOrderId,Auftrags-ID,Ceres,Template.properties
returnHistoryPaymentMethod,Zahlungsart,Ceres,Template.properties
returnHistoryQuantity,Stückzahl,Ceres,Template.properties
returnHistoryReturnCount,Anzahl,Ceres,Template.properties
returnHistoryReturnId,Retouren-ID,Ceres,Template.properties
returnHistoryReturnShowLess,"Weniger anzeigen",Ceres,Template.properties
returnHistoryReturnShowMore,"Mehr anzeigen",Ceres,Template.properties
returnHistoryShow,"Zeige :countStart - :countEnd von :orderMaxCount Aufträgen",Ceres,Template.properties
returnHistoryStatus,Status,Ceres,Template.properties
returnHistoryTime,Uhr,Ceres,Template.properties
pageNotFoundHomepage,Startseite,Ceres,Template.properties
pageNotFoundOops,"Ups, ein Fehler!",Ceres,Template.properties
pageNotFoundPage,"Die Seite, die du aufgerufen hast, wurde nicht gefunden.",Ceres,Template.properties
storeSpecialNew,Neuheit,Ceres,Template.properties
storeSpecialOffer,SALE%,Ceres,Template.properties
storeSpecialTop,Top-Artikel,Ceres,Template.properties
homepageBack,Zurück,Ceres,Template.properties
homepageMetaDescription,,Ceres,Template.properties
homepageNext,Nächste,Ceres,Template.properties
homepageShowAll,"Alle ansehen",Ceres,Template.properties
accessKeyMailFailed,"Die E-Mail konnte nicht versendet werden, bitte kontaktiere den Shopbetreiber.",Ceres,Template.properties
accessKeyMailSent,"E-Mail wurde versandt.",Ceres,Template.properties
alreadyPaidPaymentMethodDescription,"Zu zahlender Betrag beträgt 0 :currency",Ceres,Template.properties
alreadyPaidPaymentMethodName,"Bereits bezahlt",Ceres,Template.properties
closeIcon,Schließen,Ceres,Template.properties
consentConsentDescription,"Der Consent-Cookie speichert den Zustimmungsstatus des Benutzers für Cookies auf unserer Seite.",Ceres,Template.properties
consentConsentLabel,Consent,Ceres,Template.properties
consentCsrfDescription,"Der CSRF-Cookie dient dazu, Cross-Site Request Forgery-Angriffe zu verhindern.",Ceres,Template.properties
consentCsrfLabel,CSRF,Ceres,Template.properties
consentGoogleMapsBlockedHint,"Die Karte kann aufgrund ihrer Datenschutzeinstellungen nicht angezeigt werden. Bitte akzeptiere die Verwendung von Google Maps, um die Karte zu verwenden.",Ceres,Template.properties
consentGoogleMapsDescription,"Der Google Maps-Cookie wird zum Entsperren von Google Maps-Inhalten verwendet.",Ceres,Template.properties
consentGoogleMapsLabel,"Google Maps",Ceres,Template.properties
consentGoogleMapsLifespan,"6 Monate",Ceres,Template.properties
consentGoogleMapsPolicyUrl,https://policies.google.com/privacy,Ceres,Template.properties
consentGoogleMapsProvider,Google,Ceres,Template.properties
consentGroupConvenienceDescription,"Diese Cookies ermöglichen, dass die von Nutzern getroffenen Auswahlmöglichkeiten und bevorzugte Einstellungen (z.B. das Deaktivieren der Sprachweiterleitung) gespeichert werden können.",Ceres,Template.properties
consentGroupConvenienceLabel,Funktional,Ceres,Template.properties
consentGroupMarketingDescription,"Marketing-Cookies werden von Drittanbietern und Publishern verwendet, um personalisierte Werbung anzuzeigen. Diese tun dies, indem sie Besucher über Websites hinweg verfolgen.",Ceres,Template.properties
consentGroupMarketingLabel,Marketing,Ceres,Template.properties
consentGroupMediaDescription,"Inhalte von Videoplattformen und Social Media Plattformen werden standardmäßig blockiert. Wenn Cookies von externen Medien akzeptiert werden, bedarf der Zugriff auf diese Inhalte keiner manuellen Zustimmung mehr.",Ceres,Template.properties
consentGroupMediaLabel,"Externe Medien",Ceres,Template.properties
consentGroupNecessaryDescription,"Essenzielle Cookies ermöglichen grundlegende Funktionen und sind für die einwandfreie Funktion der Website erforderlich.",Ceres,Template.properties
consentGroupNecessaryLabel,Essenziell,Ceres,Template.properties
consentGroupPaymentDescription,"Diese Cookies sind für die Verwendung einzelner Zahlungsdienstleister notwendig.",Ceres,Template.properties
consentGroupPaymentLabel,Zahlungsdienstleister,Ceres,Template.properties
consentGroupTrackingDescription,"Statistik-Cookies erfassen Informationen anonym. Diese Informationen helfen uns zu verstehen, wie unsere Besucher unsere Website nutzen.",Ceres,Template.properties
consentGroupTrackingLabel,Statistik,Ceres,Template.properties
consentLanguageDetectionDescription,"Dieser Cookie erfasst, ob ein Nutzer die Sprachweiterleitung abgelehnt hat.",Ceres,Template.properties
consentLanguageDetectionLabel,"Automatische Spracherkennung",Ceres,Template.properties
consentLifespan100Days,"100 Tage",Ceres,Template.properties
consentLifespanSession,Session,Ceres,Template.properties
consentReCaptchaCookieNotSet,"Das reCAPTCHA-Script wurde nicht akzeptiert. reCAPTCHA kann nicht ausgeführt werden. Dadurch können ggf. Formulare nicht versendet werden.",Ceres,Template.properties
consentReCaptchaDescription,"Das Google reCAPTCHA-Script wird zur Entsperrung der Captcha-Funktion verwendet.",Ceres,Template.properties
consentReCaptchaLabel,reCAPTCHA,Ceres,Template.properties
consentReCaptchaPolicyUrl,https://policies.google.com/privacy,Ceres,Template.properties
consentReCaptchaProvider,Google,Ceres,Template.properties
consentSessionDescription,"Der Session-Cookie behält die Zustände des Benutzers bei allen Seitenanfragen bei.",Ceres,Template.properties
consentSessionLabel,Session,Ceres,Template.properties
cookieBarAcceptAll,"Alle akzeptieren",Ceres,Template.properties
cookieBarBack,Zurück,Ceres,Template.properties
cookieBarDenyAll,"Alle ablehnen",Ceres,Template.properties
